0.00888077,0.00819007,0.010506,0.0122908,0.0100138,0.0147386
0.00899361,0.0080025,0.0106729,0.0124281,0.00986182,0.0146233
0.009049,0.00806472,0.010296,0.0122528,0.00985201,0.0147545
0.00909084,0.00817244,0.0102266,0.0124556,0.00994426,0.0149409
0.00881412,0.00824932,0.0103687,0.0124209,0.00992007,0.0151483
0.00895604,0.00852331,0.0104297,0.0120884,0.0101278,0.0150967
0.00898749,0.00834492,0.0103615,0.0122009,0.00999049,0.0145626
0.00872216,0.00829449,0.00993547,0.0122909,0.00981905,0.014288
0.0090533,0.00809927,0.0100101,0.0123734,0.00967893,0.0144748
0.00904507,0.00801148,0.0099986,0.0122718,0.00971496,0.0144468
0.00907903,0.00799587,0.0100419,0.0122828,0.00978191,0.01456
0.009127,0.0080163,0.0100103,0.0123585,0.00978196,0.0145004
0.00909884,0.00800288,0.00995729,0.0122719,0.00971185,0.0145589
0.00907611,0.00792488,0.0100083,0.0123424,0.00982062,0.0145936
0.0093264,0.00780396,0.0101707,0.0123043,0.0094528,0.0145309
0.00916981,0.00797175,0.00989767,0.012431,0.00955252,0.0146615
0.00937463,0.00781501,0.0100473,0.0125393,0.00969975,0.0146778
0.00948249,0.00796491,0.0100792,0.0122475,0.00972014,0.0146531
0.0093759,0.00797806,0.0100978,0.0123309,0.00993924,0.0148673
0.00949468,0.008106,0.00977327,0.01236,0.00972117,0.0149251
0.00960255,0.0082206,0.010014,0.0125705,0.00988012,0.0146318
0.00931728,0.00816394,0.0101071,0.0123017,0.00964957,0.0144698
0.00923322,0.00797913,0.00972483,0.0125329,0.00958847,0.0146526
0.0092413,0.00798084,0.00986992,0.0123642,0.00949917,0.0147069
0.0091161,0.00799669,0.00997408,0.0124759,0.0093256,0.0145833
0.00896891,0.00817935,0.00954623,0.0123514,0.00942066,0.0146408
0.00926448,0.00820876,0.0100121,0.0128426,0.00950802,0.0146188
0.00938747,0.00829011,0.00997133,0.0127698,0.00952923,0.0143033
0.00931828,0.00825065,0.0100451,0.0128008,0.00936778,0.0144236
0.00943884,0.00805604,0.0100191,0.0125976,0.00947584,0.0144028
0.00925463,0.00815168,0.00997684,0.0125343,0.00963141,0.0148309
0.00925691,0.00832951,0.00989764,0.0126703,0.00969027,0.0145165
0.00920505,0.00833959,0.0100526,0.0126098,0.00969916,0.0146233
0.00922362,0.0083102,0.00989608,0.0124959,0.00956148,0.01452
0.00902517,0.00827649,0.00994585,0.0123745,0.00940388,0.014478
0.00923476,0.00813405,0.00992854,0.0123813,0.00964441,0.0144893
0.00923416,0.00829327,0.00986987,0.0124752,0.00964792,0.0144456
0.00945493,0.00796655,0.00975946,0.0124944,0.00930771,0.0143654
0.00926981,0.00793811,0.00996114,0.0126602,0.00946686,0.014365
0.00867849,0.00811083,0.00976098,0.0125725,0.00944376,0.0143691
0.00899696,0.0080697,0.00965484,0.0126001,0.00912717,0.0144044
0.00887015,0.0081796,0.0096124,0.0124805,0.00924522,0.0147836
0.00920649,0.00793428,0.00980588,0.0125463,0.00935121,0.0146327
0.00920129,0.00806133,0.00970613,0.0123947,0.00940362,0.0146696
0.00892517,0.0081065,0.00980898,0.0125069,0.00938829,0.0146132
0.00875581,0.0081613,0.00949989,0.0123162,0.00901563,0.0144576
0.00890297,0.00811397,0.0096202,0.0121029,0.0088555,0.014472
0.00893269,0.00793636,0.00966983,0.0119601,0.00876236,0.0145017
0.00879598,0.00794928,0.009699,0.0124351,0.0088055,0.0143704
0.00903983,0.00800472,0.00958742,0.0122736,0.00883901,0.0146552
0.00894652,0.00799649,0.00943115,0.0123176,0.00868,0.0146631
0.00904021,0.0079467,0.00938471,0.0122108,0.00870665,0.0144158
0.00910401,0.00797099,0.00935421,0.0121546,0.0087385,0.0147331
0.00906366,0.00810452,0.00935788,0.0120828,0.00847595,0.0146999
0.00906238,0.00793878,0.00946544,0.0120968,0.00865336,0.014345
0.0092244,0.00815759,0.00935689,0.0120147,0.00882356,0.0144307
0.00913056,0.00798877,0.00927646,0.0119749,0.00888727,0.0145865
0.00918062,0.00792352,0.00959248,0.0119456,0.00910528,0.0146083
0.00918062,0.00792352,0.00959248,0.0119456,0.00910528,0.0146083
0.00951507,0.00819467,0.00918248,0.0121216,0.00920251,0.0145817
0.00946356,0.00794784,0.00936403,0.0119733,0.00879774,0.014377
0.00948842,0.00812164,0.00946617,0.0121548,0.00891655,0.0144568
0.00928543,0.00829134,0.00941147,0.0120874,0.00887144,0.0146794
0.00931478,0.00845652,0.00941127,0.012116,0.00910054,0.0149558
0.00935864,0.00850714,0.00941945,0.0121356,0.00931295,0.014716
0.00919045,0.00802404,0.00939402,0.0115784,0.00881536,0.014429
0.00919288,0.00793464,0.00928335,0.0116515,0.00864085,0.0142261
0.00924652,0.00798732,0.00939939,0.0116842,0.00868613,0.0144103
0.00928751,0.00806362,0.00939727,0.0116474,0.0088832,0.0144166
0.00920849,0.00797376,0.00945612,0.0115643,0.00901909,0.0143397
0.00928438,0.00791873,0.00932687,0.0116061,0.00877438,0.0143045
0.00924752,0.00780438,0.00932373,0.0115438,0.0087471,0.0143106
0.00929996,0.00777553,0.0095382,0.0117515,0.00873912,0.0143527
0.00922986,0.0077731,0.00928293,0.0116097,0.00860502,0.0142749
0.00931042,0.00770977,0.00925056,0.0115671,0.00864242,0.014366
0.00921272,0.00782728,0.00920307,0.0115189,0.00864067,0.0142914
0.00925383,0.00767895,0.00928063,0.0115395,0.0086127,0.0143169
0.00930872,0.00764741,0.00922951,0.0115704,0.00853664,0.0143543
0.00952036,0.0077548,0.00936512,0.011698,0.00866211,0.0145316
0.00923622,0.00781312,0.00940122,0.0116315,0.00868715,0.0144995
0.00928711,0.00781375,0.00937237,0.0115922,0.00864109,0.0143853
0.00925641,0.00786851,0.00948434,0.0116085,0.00877666,0.0141661
0.00933013,0.00788747,0.00945745,0.0116112,0.00873641,0.0143234
0.00941077,0.00782188,0.00951229,0.0115534,0.00865452,0.0144339
0.00952923,0.00779287,0.00966678,0.0116115,0.00862813,0.0144137
0.00930229,0.00781278,0.00956521,0.0115647,0.00867838,0.0144081
0.0093666,0.00774869,0.00970129,0.0115017,0.00872393,0.0145044
0.0093666,0.00774869,0.00970129,0.0115017,0.00872393,0.0145044
0.00940058,0.00752534,0.00958501,0.0113828,0.00857598,0.0144206
0.00928941,0.00765286,0.00978946,0.0115471,0.00859417,0.0145219
0.00943528,0.00764024,0.0098176,0.0117318,0.00859837,0.0146969
0.00950407,0.00773417,0.00973452,0.0115947,0.00871285,0.0144397
0.00940931,0.00766877,0.0098391,0.0115851,0.00868356,0.0145129
0.00958861,0.00795669,0.00985757,0.011911,0.00862838,0.0146988
0.00971145,0.00785528,0.00987752,0.011981,0.00884545,0.0145171
0.00981673,0.0078884,0.00974149,0.0118211,0.00867776,0.014611
0.00991617,0.00789127,0.00971908,0.011845,0.00866573,0.0146817
0.00972493,0.00788948,0.00984351,0.0119651,0.00878299,0.0145205
0.00956338,0.00786607,0.0098254,0.0119918,0.00879399,0.0143407
0.00956338,0.00786607,0.0098254,0.0119918,0.00879399,0.0143407
